"I had a rather nasty disagreement with my brother when our parents passed away,   He did not disclose to me some financial arrangements he had with our mother before she passed.  I discovered he was taking advantage of her and had been doing so for years.  My brother was far more our mother’s favorite and much more a mama’s boy than I was, I was the agressive, problem child and never let our mother dominate me, he did.  Hence my brother and I haven’t spoken in over ten years.   I developed a much more dominant personality than my brother did.","So many experiences to choose from, hard to pick just one, but I think I have one.  I was traveling to see a friend run in a cross country meet at a small college in upstate ny.  The meet was in the morning and the trip was about 3 hours and I was traveling alone.  Part of the drive took me along a beautiful stretch of interstate through a valley in the Catskill mountains.  I made this trip very early  and saw the sun rise over the peaks.  I had the entire interstate to myself it seemed,  and I felt as if I were so at peace with my surroundings and one with nature.  The trip back was not quite the same, there was traffic and the sun was already up. "
"Regarding art, I would say that I have always been ashamed to show my drawings to my family, because years ago they used to make fun of me, and although I was never a little sad I never showed them to them, and I kept drawing, to date I have shown them to only a few people in my family, but not to those who said about my drawings","I remember that in high school the teacher old us to draw something, I don't remember what it was in particular But I drew a person, there are many people who don't feel ashamed to show their drawings, but I didn't show them to anyone, so I remember that a boy I liked saw my drawing and said That he drew well, it was nice to hear that, a shame that boy will end up disappointing me"
"The last conflict I’ve had with a friend is one where one friend suddenly turned on the other. I don’t know if it was a fit of rage, but it came out of nowhere. I stuck to the friend not in said fit of rage, and calmed down the other. I don’t know how the two stand at the moment and I do not know how this will effect my relationship with them in the future.",A group of five adults buying out a top row of a movie theater just to watch Super Pets. 
My aunt and uncle gve me up which caused as massive rift between my family members. ,Ummm I took a nap
My oldest son 32 has paranp paranoid schizophrenia and he was living with me I have two other children that fear Him I also do when he's not knowing him his mother and think I'm thinking I'm harming him so we couldn't have him live with us anymore he's been homeless on the streets he comes here and my other family members don't want him around Breaking My Heart but he also angers me because he'll steal from me attack me blah blah blah,Wow that's harder to answer you wouldn't think so but it is okay it's my my second of the sun no okay my youngest son he was graduating 6th grade and I was so proud of him because he was the valedictorian and this is the kid that had severe anxiety and could not speak in front of people and I pushed him through it and he was he did his own speech on stage and that was a proudest moment I've ever had
"Hello. I really want to help you even though I'm confused as to how this might be connected. Long story short my family fell apart because of years of abuse from my father who eventually raped my sister and threatened to kill me, as well as attacked my mother twice. We solved the situation by running away from him, but I'm still trying to recover and my family as well as my health is basically in shambles. ","Not sure if this counts as it's connected to a conflict, but at the time when my mother was leaving my father, my sister and I were at her side supporting her, which was an incredibly vulnerable time for us. It's a happy memory despite the circumstances. / If this doesn't count I can mention how a friend helped me out by giving me a home for a year, it was a wonderful experience as we've always had a lot of deep conversations together, and the support was really needed back then. 
I hope this helps and that your research goes well. Best of luck."
I had to live with my aunt for about three months. She was very abusive and only cares about herself. In her eyes we could never do anything right and mistreated her.,Pretty much everyday with my mom and my sister. The three of us are a loving family who usually don't get into conflict with each other. We do sometimes but not very often.
nothing ever happend to me or my friends/family other than my friend having a eating disorder,nothing really
"I became a monk of the Oldest Parents and was told by someone I love and care for very much that I am not a monk. The Oldest Parents accept me as a monk and son, I expect anyone I would be a family with, would respect them and myself, especially the effort of being a monk.","Gaining the approval of our Creator. I was added to his family by him, as are all of his descendants, it seems I have moments of that and pieces of it, that remain not in conflict."
well I got a knife thrown at me by my grandmother Idk if that counts it was the only major fight ever in my family it was more in a fit of temper rather than violence tho so we worked it out :),Well I've had lots of great times with my family and friends. I'm too young to date tho so no SO for me lol. I've had a few sleepovers with my best friends in the world I'm also writing a book with them spending time with them like this is one of my fav experiences so I'll put that here. gl with your research :)
"dont remember much, but it was from when i wasnt the nicest of kids back in 8th grade, i got a lecture from my mother that set me straight for the remaining time of my year","an awkward experience where i peeped in one someone watching something at a gyms computer, he kindly warned me not to do that"
"whenever I was 3 or 4 (cannot remember exactly) my mother and father got divorced and when I was 5 father got re-married to a female named ""Gwen"" Gwen's really nice! Then mom got re-married when I was around.. 7-ish? Anyways- Father is for around half of the year down in Florida or up in Connecticut for rainfair.. He claims it's for the money but I think otherwise and that it's because I did something wrong to hurt him/our relationship with each other or something in that area..","Whenever I got with my current gf, it is pretty nice! We've known each other for a while now at least a year or two but we got together late-mid 2022. It's a wonderful bond/relationship with her and between each other and I hope it doesn't stop!! PS: Hope these are good and help you with you research!"
"Cold war between my sister and I, we used to be there for each other, care for each other until one day that all changed love turned into hatred, we argued so much that we were willing to hurt each other, ","Our father went into a terrible accident which caused our mother grief and my sister and i came together, ending years worth of rivalery"
I am frequently at odds with most of my family members(mostly over varying opinions) the last with my youngest brother over his LARP group ,Although not frequently enough I find it peaceful and relaxing to go fishing with my father last time I caught my first fish in 20+ years 
I've had a conflict with a friend mainly because of trust issues/betrayal,Every time I had a good time with family or friends.
I grew up with religious parents and when I told them that I no longer felt I believed in there religion. (I felt this way after I had had suicidal thoughts and smiling depression and I felt there was nothing or no one that was helping me and I felt alone.) After I told them however they told me I could continue following their practice or be shipped off to a private school that taught that religion.  ,"My friend once got me a compass. While it might not seem like much I had told my friend about a compass my parents got me that had religious text engraved into it. I said that is made me really hurt me for reasons I didn't understand. After telling this to my friend they got me a beautiful compass that had my favorite poem engraved in it. They said that they knew it meant a great deal to me and that they didn't want me to worry about the compass from my parents anymore. This touched me in such a way I can't really explain. To this day I couldn't tell you why the compass my parents got me brought me such grief, but I can tell you that the grief vanished at that at of kindness that I will never forget."
" I argued with my father recently because he asked me to do things that I find to be unrealistic and unnecessary, as a lot of children think of the tasks that their parents require of them. He was supposed to have provided a reward for said tasks and then did not..  It's a very one-sided system and it frustrates me because his motto is: ""he who has the gold makes the rules"" and that may be so... but I think fairness is also very important.. and when fairness is not enforced or respected it opens the door for future interactions to be tyrannical unfair and one sided...

*We live on opposite sides of the country and the task was something simple like answer questions thoroughly...
I answered the questions yet I didn't get him to do whatever it was he promised in a timely manner. which affected my ability to do something that was important to me. 

",I had recently broken my cell phone and needed a bridge loan to get a new one and my father stepped in and just gave me the money instantly without question and I really appreciated it. 
It was on the year 2021 where I attempted suicide by overdosing myself of medicine and most of my family members and relatives is mad at me for doing that and my brother wishing that I didn't survive. But I'm still living the rest of my life by not doing it again and focusing myself into art.,"The experience that I will never forget is when I'm alone and unwinding myself being away with the people I know, it's calming and I'm able to let go of heavy- pack feelings in a specific place where it's just me."
"Back in kindergarten there was this boy that, for reasons I never truly understood besides for the ""she's timid so she won't tell anyone"" bullied  me for either my appearance, clothing, hair and how much I would eat. I ended up being in school with this boy in elementary and middle school as well and the other male classmates would support his doings, teachers would pretend to not see anything and the rest of the people simply didn't care enough to say or do something about it. With time I realized this person was like that because he probably had a crush on me and tried to make it as less noticeable as possible; now that I think about it he got mad when I ended up in a relationship with another classmates and texted me once to ask me if I wanted to date him. Still, because of that I have an hard time trust people when I first meet them, especially if they are guys. I'm aware this is not a rational though to have and I surrounded myself with people that would disprove these intrusive thoughts everyday just by being friends with me.","Starting high school I had completely new classmates and I could start from scratch, during the end of the first year I ended up deskmate with this guy that was very passionate of horror movies, drawing and videogames. We got along pretty well and next year we would start to go out on Saturday afternoons immediately after school, sometimes his parents would invite me for some trip and thanks to them I saw a lot of beautiful places that I would not have the chance to see if it wasn't for him. To me we were just friends but he actually had feelings for me, that I would reciprocate the year after. We started our relationship on 10 February of 2018 and we're still together. We are going to celebrate our anniversary and Valentine and I couldn't be happier."
"Good day!
My brother, whom I will call, K, has attempted suicide at least 8 times. He has starved himself too, as of late. This has been, as you could imagine, very rough on my mental health!
Not to mention my mom's HORRID mental state, whom has almost died 30 times. My family did not talk to each other for 5 years, which sucked, since I love my cousins.","Um, no major events where our family was bonding have happened, like, we don't hate each other, but nothing major or significant has happened that would be like: OMG OU FAMILY IS SO GOOD! Ya know?"
I was involved in a pretty major conflict with my brother when he decided to get married.  I was personally against it because I felt like he was doing it for the wrong reasons and that later down the line it would backfire and he would be extremely unhappy.,"I rarely have conflicts with people I don't consider close since I don't really care too much and I have a very thick skin.  I do get in conflicts occasionally while gaming.  While playing a mmorpg, myself and several others go into a fight over where we wanted to form our base.  I wanted to form it somewhere safe and relatively easy for our group of players while they wanted to form it someplace that would be difficult to hold."
"When I was in 6th grade I was losing one of my closest friends, because of a friend there. But we are better now.",Me and my friends doing fun activities together without worry
"Well there were lots of times but my Parents used to fight a lot, and I was antisocial only trying to make friends now which has been difficult since I never had any I have been influence by already bad kids that used to hangout around. There were many times some being around money other times was me being an annoying kid which ended with my mom choking me out one time.","The only conflict that didn’t involve something bad was me being alone drawing, and playing games it made me dependent on devices for happiness."
I used to have this friend that would constantly try to controll any and all other friendships I had- whether it was getting mad at me for spending time with someone else or straight up lying and spreading rumors. All throughout my childhood it was constant on and off fighting because of this,I joined an after school club with one of my friends and have been happily participating and having fun
"I don't quite understand what you mean by ""experience"" but I'll answer the best I can. So a event that led to conflict with my family is when I struggled at school, now I won't say what grade/level because I prefer to keep that private but the gist of it is I was doing poorly in school which automatically lead to conflict with my family who thought I could've done so much better if I tried harder. But I've got through that through destressing by practicing my hobbies mostly art and eventually everything was fix.","Well an event that didn't lead to conflict and instead actually lead to my family liking me more is when I did a park clean up, so there was a park that was disgusting, people basically used the park as a dump so I worked with some people to clean it up. And that didn't lead to my family having problems with me, quite the opposite actually."
"Sexual abuse, no need to explain further. ","Ahh.... I didn't really understand the question, I guess spending time with my father and giving me attention is good after abandoning me, right? "
"I have had a lot of conflict with my family as I have grown up.. My father was mentally and physically abusive towards my family. When I was younger I vividly remember being yelled at for crying because I was in pain by my father, my brother did not take this well and caused a fight with my father. A physical one. This has impacted the way I display my feelings, making me feel guilty for even crying or being in pain due to feeling like I am complaining.

Another conflict is me coming out as transgender (FtM) to my mother. My mother has narcissistic tendencies and tends to make any situation about HER. Where as when I asked if I could get on testosterone, she turned it into an argument. ""Do you know how this makes me feel?"" Sentences like that.","My brother is someone who has really been there for me as I have gotten older. One thing that I can remember where something about me and how I felt didn't cause conflict, as an example, is me coming out as transgender. (FtM) Despite being very worried about how he was going to view me after this, he was very accepting and supporting. And frankly, so have my other siblings. My siblings have never really had conflict with me, luckily we're all very close. "
I had to tell a friend that I no longer could be friends with him as the relationship was extremely toxic and deteriorated my mental health.,I went on a road trip with my dad to see my long distance boyfriend
"Oof there are a few. My parents divorce, I hated my mother for cheating on my dad but I made piece with that because I’ve grown up and see it different now. I don’t hate my mother anymore. ","Well, when I was younger I had many friends because I am a funny and very open person. But I had to learn quick that things are different when the tone of your skin is and you are gay. Friends I had back then, I grew up with, backstabbed me because of that. It honestly hurt. I did not forgive them since today. "
"May of 2018, I was going through an ATAR course for Human Bio. An ATAR course is another form of Extension, or higher classes than mainstream (Australian Terms). During this time, I had been researching anatomy, specifically for areas around the vertebrae, due to the course's focus being based around areas such as this during the weeks we had been given to study. A few weeks into my course, a friend had dropped out of ATAR, since she had apparently gotten pregnant from another student in a few grades lower than us, which was not only illegal at the time, but was extremely uncalled for, considering she had been a higher AP student for a few years. Of course, I had stayed in ATAR for the rest of my schooling years after this event. There was quite a lot of conflict between our friend group at the time revolving around this specific event, which eventually resulted in my friend dropping out of school due to anxiety attacks and a drop in mental health. It turns out that it was a false positive, as she had only taken one test, before taking a few more after she had dropped out. Not wanting to enrol back into our grade, she became a drop out a year before graduation and was unsuccessful in her career for several years before being hired as a personal nurse in a mental asylum. Looking back on this event, I don't have any regrets as to how my friends and I reacted to our friends alleged pregnancy.","Revolving around the same group of people, we had an exam for our ATAR course a the same year, earlier than the past event. Generally when our previous school was allowed to study with others and take notes, there would be some conflict involved with students over false notations and sabotage towards other students during study. However, when my friends and I studied together, it was surprisingly peaceful as we cooperated with one another quite well and managed to pass our course for that semester."
Well I say there was 1 conflict with this bully back in high school it gotten so bad to the point I had pure hatred for him. So what I do? Simple I just beat him until he was on the ground and I walked away ,I say when I was hangin out with a couple of my friends there was no conflict really we were just chilling and Vibin. 
"I'm fighting with my boyfriend.  He has a problem with alcohol.  I'm afraid of him when he's drunk.  It saddens me, before I could not foresee that he had these problems.  I feel cheated and disappointed.","I live in Ukraine, to be more precise in Kharkov.  This is an experience that I wouldn't wish on anyone.  At some point, explosions become part of your normal day.  And the window knocked out by the shock wave seems like luck, because your house is intact and you are alive.  Better than winning the lottery.  Maybe that's why my drawings are depressing"
"There was an issue with one of my friend's ex boyfriend harrassing them at school, and me and that friend had to tell a trusted adult to help with the situation",Me and my friends went out to see a movie together during the weekend
well my parents had a fight that led to divorce: my dad was mad that our old car would'nt start ( it was a station wagon from the 1900's no shit it was trash ) and threw some wine bottle at my mom. i was in the room next to them.,"well once my family ( this is 4 years before the above mentioned divorce fight ) lived across from a same-sex marrige couple. they where nice, and we liked them ( or i did, my parents only kinda liked them since they where and my mom still is a cristain ) but they where moving to god knows where, and could not bring their dog. well my mom asked for the dog and now i have my dog murphy."
"The worst conflict i can remember was between me and my family in with i do not have much contact nowdays. I was 17 and my cousin 20. One day he let his phone unlocked in my bedroom, and as a curious person, i decided to take a look. Unfortunately for me, i found out that night one of the things that broke me the most. In short, he was doing illegal stuff with underaged girls. Concerned, i screenshotted and decided to tell my mom about it, in with she acted like it was nothing and pretended to have a bad reaction after pointed it. She later, with me insisting a lot, send it to my aunt, that had the same reaction, with an addition of saying that ""she don't mind as long as he does not get caught"". I, of course, got really mad and started arguing asking them why they don't mind and how they do not see how dangerous this is, in with just lead me to having my face slapped for being ""overdramatic"". Later in the year i came out of the closet saying i was gay, and for (not much of) my surprise, my family would rather have a pedo member than a gay one. 
I got yelled a lot.","A week ago, me and my current partner were in the couch watching something dumb on YouTube as usual. We laughed a lot, and had a nice time without any conflict."
my ex boyfriend yelling anger and hate towards me ,my ex boyfriend calm loving caring sweet and cuddled me a lot because I am small 
"I have had an issue with my niece, where she pulled a knife on my pregnant sister. I had to pull her away and she tried kicking my sister's belly, causing possible harm to my sister and her child. I had restrained my niece and got the weapon away from her, it really worried me and during that year (when my niece stayed with us) we had had several other conflicts. I had nearly killed her at one point because I couldnt take the pain anymore and I thought it was either her(niece) or me. We are okay now and we had time to calm down and think things over, but I will never forget the fear in her eyes, when I was about to choke her.","This is a hard one for me to answer as I am a person who tends to focus on the negatives, but one experience was when I was with my brother and we had bonded over a game. It was nice to see him not be mad 24/7 and it was something that brought us closer. He doesnt realize how much that game changed my view of him, but Im happy that I got to see him in a different light. I know he has gone through a lot of stuff and struggles with PTSD, but I will not forget the joy we shared over a game "
It was when my old mom was very mean to me when I was younger,I don’t remember as much but it had to do with leaving a place
"Since i turned 20 years old last month, i always felt like i was allowed to do whatever i wanted and not be forced to be responsible. A few weeks ago for instance, I had to clean my room by filling at least one trash bag a day. But I didn't want to. I just wanted to stay on my bed and surf the internet like i always do. My mom would constantly bombard me to do as I was told and I eventually lost my temper. We had yelled up and down the stairs about the situation, but I still wouldn't admit that she was right. We stopped fighting after that, but I still refused to fill a trash bag. I eventually sat down and cooled off, and finally decided that I have responsibilities and I can't avoid them when I want to. I finally got up and filled not one, but three trash bags of garbage from my room, and took them out. A few days later, me and my mom finally apologized to each other for losing our tempers. That's the most recent piece of conflict i could think of.","Relating to my previous statement, I have been diagnosed with autism and would occasionally lose my temper when something doesn't go my way. I've mostly experienced this all the time at school, but there was one instance where it kinda got out of control. There was an assignment me and my class had to do. This was back in 10th grade, but I still can't remember what the assignment was. Anyway, as usual, I would throw a fit about not wanting to do the assignment that they sent me to the office. However, instead of going to the office, I decided to run away from school, despite being aware i shouldn't do so. I packed everything and snuck off the campass. I went on a very long walk with the intention of walking back home. It wasn't until I walked near the train tracks that i lived across from that one of my teachers was driving around looking for me and he told me to get in his car and he drove me back to the school. I can't really remember what happened afterwards, but I knew that I was not going to do that again. I eventually finished the assignment."
"When I was 7, I went to the Sky Ranch with my family and rode a big ferries wheel. It was so high that it almost touched the sky.",I don't know honestly
Uh I guess I have this one friend that over the summer kinda just became a different person and I feel really upset that they just kinda left me and my other friend and it kinda hurts because we we're really close and now we don't talk at all but I know it's just how the real world works but it still hurts ,"Uh well I went on this really cool field trip at my school with my one friend and was really fun we got to go to a hatchery and two state parks and we found some really cool rocks and shells, I found this really cool shell that's also attached to a rock! And we found crabs! It was really cool I've never seen one in real life before today and it was really fun! Also one more thing while we were at the first state park my teacher and some of the other students stole a stump was pretty poggers :3 "
Well is Simple. I am an artist who grew up in a poor family Even my family doesn't like to see my art. So I broke away from my family to continue my skills in the arts.,Yes everyday is Normally not really interesting... Just Like Normal people
"I'm not sure that I understood the question correctly, but sometimes I have quarrels with friends and they are not resolved well. perhaps the fact is that I have been suffering from some kind of lack in a friend for a long time, but I can't say directly, I'm just hinting. and then everything breaks out and the relationship breaks down (

P. s. : sorry for my English","oh I remember when I was a child we with family were at mountains and i with brother wandered away and he said ""let's do like you are lost and hide in bushes, and I'll say it to parents"", so I did it, I don't remember what happened then but it has nice ending"
"I've had many conflicts with my parents during the past few years, one that has come up a lot was definitely that I don't spend enough time with them. ","I play a bit of d&d with my family and whenever we're playing, there are never any negative moments or comments. We're just having fun and acting like we're elves!"
this does not involve me having conflict with someone but my got drunk and started doing crimanal activities like drunk driving so his gf called my granparents to have me stay the night and my grandad and my dad were yelling at eachother and flipping eachother and Im autistic so the loud yelling was giving me a migrain and panic attack,One night I was hallucinating and I was depressed so I started having self hatred and where ever I looked there was rotting faces and shadowey figures
"I had an issue with a family member who borrowed money from me and had no intention to return it.  After arguing over many days, I ostracized this person and I rarely interact with them anymore.",Someone at work was mad that I didn't quickly do the work for her and I had to tell her that I did work for so many clients that it just had to wait.
To tell you the truth I do not remember any important fight that has influenced my vine,Being frank how my friends and teachers supported me to move forward ekBeing frank how my friends and teachers supported me to move forward in this.
I got sad cuz my friends were mean once and gave me severe trust issues :(,once my mom bought me a chocolate bar and I ate all of it
"Good with friends, friend are like my family and Family abandoned me.",When my friends took me in when no one else would.
"There was a time my younger sister had drug issues and was a rebellion teen. At the time I no longer lived with my mother so wasnt to much informed about the issue. One night my sister came home on somthing and was acting bizarre. She got in an argument with my mother and wanted to run away but my mother locked her up in her room which was a 2 floor house and called me to help. When my sister found out I was coming she said ""for what? She done abandoned us for her father's part of the family"" (which we were not all from the same fathers). I got so angry I ended up slaping her and that made her fight back by wanting to tackle me down. When I was about to take my first swing my mother steped in to separate us and I accidentally hit her instead of my sister. From there on we stoped fighting and all was forgiven.","From the past story already listed, everytime there is an argument between my little sister and I we always think about the time we faught and when my mother walks in we just apologize each other and move on."
My sibling and father in a physical altercation,Sharing the demo read of my novel with my friends :)
I got into a fight with my sister about who had better handwriting so we did a competition. (I won!),"I bake a lot and my sister always wants to help but she isn’t good at fractions, and one time she put in a quarter cup of salt instead of a quarter teaspoon!"
"Well, around 8 minths ago, my Significant Other was being manipulated by her friend, and that anger was being taken out on me. Me and her broke up a week later, yet we got back together because we were perfect for eachother","Honestly, the best past experience I have is actually when I met my little sister after she wws born. It made me realize how important it is too look after your siblings."
"Oh, where do I begin? First, there was that time where I thrown too many tantrums at Elementary School when things are not going exactly my way when it comes to school work and I always get restrained by getting my body slammed onto the floor. Then, there was that time where my dad and I got ourselves into a fistfight one time 'cause he has a habit of being an angry pot-bellied bitch that doesn't give a thousand fucks when living in a world full of assholes. And finally, I have a tendency to get spanked really hard by my father every time I've done something wrong, even if I didn't do it. So right now, I'm on the verge of a mental breakdown all because of those things I've been through. ","Aside from being a piece of angry shit that my father has a tendency to be, he does get to work outside in his workshop 'cause he's a mechanic among other things. He 'n I also get ourselves geeking out over vehicles both old and new. Especially when it comes to locomotives such as Steam Engines, Electric Engines, Diesels, Trolley's, and other railroad-based vehicles. And then, of course, we also geek out on airplanes, mostly antiques. And aside from my dad, I always hang out with my mom. She tries and comfort me in the best way she can. Although I do get tired of her nagging at me, trying to give suggestions that are taking too long, she and my dad are still my parents and will help me in any way they can. Even if am on the verge of a mental breakdown. "
"As a child, I experienced years of physical and mental abuse from a family member. As a teen, I found out my closest friend of about 5 years was talking behind my back. ","Semi-recently (about 4 months ago), my partner broke up with me because they weren't invested in the relationship anymore."
"A remarkable experience in my life generated by the conflict caused by a family member... Since I was a child I grew up with an alcoholic and drug addict uncle, a situation that I generate in my fear and insecurity with everything related to this world
An escape that I found from that situation was to draw and in this way create characters with incredible lives, lives that I wanted to have, either far removed from reality and even simple lives far from any conflict","If I had to mention a very nice experience that was far from any conflict, I would mention my first girlfriend, all the time I spent with her was wonderful in any sense"
"One of them, I distracted a group of people to get their attention towards my way so the person they were picking on (and what it seemed, about to be beaten up) could get away, I threw some half ass excuse (which they fell for) and went on my way.","I still haven't fixed one of my vehicles windshield wipers, they've been messed up since November =3"
"In high school it was real torture having to put up with bad attitudes from poorly paid teachers or classmates who were going to cause problems in order to get rid of their own problems at home, I understand them but there is no need to fall for problems for others or more than those that you already have in life, so I had nothing in common with any of my companions at that time, until the days passed and more companions began to arrive with whom I did have more things in common and little by little they became my friends. best friends and we created a group, during breaks we spent time talking about movies and series all about pop culture, while we drew and had competitions to see who drew the best, if they didn't call them nerds or geeks, but we didn't care and at least I was not alone and we had a lot of fun and we made our stay at the high school more bearable, more interesting and less boring.","When I was a child I was 6 years old, I had kidney disease, I drank a lot of soda and not water, the doctor sent me to rest, when I was at home resting they gave me a sketchbook and bought me a desk at night i had a high fever, but during the day i sat at my desk drawing and doing homework while watching tv; And so every day until I was cured and I remember all those days I went through and I didn't pay so much attention to my illness, spending hours focusing my mind only on art and drawings that didn't come out very well for me at that age and They were horrible, but I They loved it and I kept practicing visualizing that one day I would be a great artist, I'm not yet but I don't stop practicing to be better."
